team_code,team_name,flag,jersey_number,player_name,position,club,age,status,api_player_id
MAR,Morocco,🇲🇦,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
HAI,Haiti,🇭🇹,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SCO,Scotland,🏴,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
USA,United States,🇺🇸,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
PAR,Paraguay,🇵🇾,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
AUS,Australia,🇦🇺,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
TUR,Türkiye,🇹🇷,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
GER,Germany,🇩🇪,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CUW,Curaçao,🇨🇼,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CIV,Côte d'Ivoire,🇨🇮,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
ECU,Ecuador,🇪🇨,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
